deu	yid
Fußball	פֿוסבאָל
Fussball	פֿוסבאָל
Gabel	גאָפּל
Gasse	געסקע
Gasse	הינטערגעסל
Gasse	אַלעע
Gasse	געסל
Gasse	ליק
Gebet	תּפֿילה
Geburtsschein	געבוירן־אַקט
Gehalt	שׂכירות
Geizhals	חזיר
Geiziger	חזיר
Geld	געלט
Gemeinde	קהילה
Genosse	חבֿר
Gerücht	שמועה
Geschichte	היסטאריע
Geschlechtsverkehr	ביאה
Gesicht	פנים
Gesundheit	צו געזונט
Getränk	געטראַנק
Drink	געטראַנק
Gilbhart	אָקטאָבער
Oktober	אָקטאָבער
glänzend	ליכטיק
glänzend	העל
hell	ליכטיק
hell	העל
strahlend	ליכטיק
strahlend	העל
Glas	גלעזל
Gott	גאָט
Gott	גאָט
Gott	השם
Grashüpfer	גראָזגריל
Heuschrecke	גראָזגריל
grausam	groysam
Grönland	גרינלאַנד
Groschen	גראָשן
Großvater	זיידע
Opa	זיידע
grundieren	גרונטעווען
Guinea-Bissau	גינע־ביסאַו
gültig	גילטיק
gute Reise	אַ גליקלעכע רײַזע
Haar	האָר
Hähnchen	הון
Hähnchen	הינער
Huhn	הון
Huhn	הינער
Hühnchen	הון
Hühnchen	הינער
Küchlein	הון
Küchlein	הינער
Haiti	האיטי
Hälfte	העלפֿט
Hand	האַנט
Hand	הענט
Hass	האס
häufen	קלײַבן
versammeln	קלײַבן
sammeln	קלײַבן
Hawaii	האוואי
Hecht	העכט
heim	אַהיים
heimwärts	אַהיים
nach Hause	אַהיים
Heimweh	בענקעדיג
Nostalgie	בענקעדיג
hell	קלאָר
hell	העל
Herr	מייַנ הער
Hiob	איובֿ
Ijob	איובֿ
Höhle	הײל
Kaverne	הײל
Hosenträger	שלייקעס
Hosenträger	שעלקעס
Träger	שלייקעס
Träger	שעלקעס
Humus	פֿוילשטאָף
Ignoranz	אומוויסן
Ignoranz	עם־הארצות
Ignoranz	אומקענטעניש
Iltis	טכויר
Inder	אינדיער
Indien	אינדיע
Indischer Ozean	אינדישע אָקעאַן
Indiſcher Ozean	אינדישע אָקעאַן
Information	װאָרט
Information	אינפֿאָרמאַציע
Information	ידיעה
Neuigkeiten	װאָרט
Neuigkeiten	אינפֿאָרמאַציע
Neuigkeiten	ידיעה
Iowa	אייאויווע
Irak	איראַק
Iran	איראַן
Iran	איראן
Isaak	יצחק
Islam	איסלאם
Island	איסלאנד
Island	איסלאנד
Israel	מדינת ישראל
Israelit	ישראל
Jahr	יאָר
Jakob	יעקב אבינו
Januar	יאַנואַר
jede	יעדער
jeder	יעדער
jedes	יעדער
jeder	יעדער
Jemen	תימן
Joghurt	יאגארט
Yoghurt	יאגארט
Johannisbeere	ווײַמפּערל
Judaismus	ייִדישקײט
Judentum	ייִדישקײט
jugendlich	יונג
jung	יונג
Jugoslawien	יוגאסלאוויע
junger Mann	יונגער־מאַן
junger Mann	בחור
jüngst	אַנומלטיק
jüngst	פֿריש
jüngst	נײַ
jüngst	לעצט
kürzlich	אַנומלטיק
kürzlich	פֿריש
kürzlich	נײַ
kürzlich	לעצט
neu	אַנומלטיק
neu	פֿריש
neu	נײַ
neu	לעצט
Kakaobaum	קאקאא בוים
Kakaobaum	קאקאא בוים
Kalzium	קאַלציום
Kambodscha	קאַמבאדיע
Kanal	קאַנאַל
Kanal	דורכגאָס
Käse	קעז
Kas	קעז
Käselaib	קעז
Kater	קאץ
Katze	קאץ
Kater	קאָטער
Katholizismus	קאטאליציזם
Kerl	חבֿרה־מאַן
Typ	חבֿרה־מאַן
Kerze	ליכט
Kessel	קעסל
Kette	קייט
Kiew	קיעוו
Kitt	קיט
Kohl	קרויט
Koje	באַנקבעטל
Kolonie	קאָלאָניע
Komma	קאָמע
Komoren	קאמאראס
Komponente	קאָמפּאָנענט
König	קיניג
König	מלך
Königin	קיניגין
Königin	מלכּה
Konjugation	קאָניוגאַציע
können	קענען
Konsonant	קאָנסאָנאַנט
Konstante	קאָנסטאַנט
Konzert	קאָנצערט
koscher	כּשר
koscher	כּשר
Kosovo	קאסאווא
kostbar	אָן אַ שאַץ
wertvoll	אָן אַ שאַץ
Krähe	קראָ
krank	קראַנק
Kreide	קאַלך
Kreide	קרײַד
kreieren	שאַפן
kreieren	באַשאַפן
schaffen	שאַפן
schaffen	באַשאַפן
Kroatien	קראָאַטיע
Krokodil	קראָקאָדיל
Küche	קיך
Kuckuck	קוקאַווקע
Kühe	קו
Kunststück	קונסט
Kürbis	דיניע
Kuss	קוש
Land	לאַנד
Staat	לאַנד
Länge	לענג
Längenmaß	לענג
Langeweile	לאנגווייליגקייט
langweilig	נודנע
Lauf	לויף
Läufer	לויפֿער
Laufzeit	צײַט
Moment	צײַט
Zeit	צײַט
Zeitalter	צײַט
Zeitpunkt	צײַט
lecker	זיס
süß	זיס
Leder	לעדער
legen	לײגן
Lehm	ליים
Ton	ליים
Lehrbuch	לערנבוך
Schulbuch	לערנבוך
Lesesaal	לייענזאַל
Leseraum	לייענזאַל
letztes Jahr	פֿאַראַיאָר
Libanon	לבנון
Liebhaber	ליבהאָבער
Liste	איבעררעכענונג
Verzeichnis	איבעררעכענונג
Litauen	ליטע
Livree	ליװרעע
Bedientenkleidung	ליװרעע
Dieneranzug	ליװרעע
Löffel	לעפֿל
lokalisieren	לאָקאַליזירן
Lokomotive	לאָקאָמאָטיוו
Los Angeles	לאָס־אַנדזשעלעס
Lüge	ליגנט
Notlüge	ליגנט
Magen	מאָגן
Majonäse	מאַיאָנעז
Mayonnaise	מאַיאָנעז
Marienkäfer	משיחל
Marienkäfer	משה־רבנוס קיִעלע
Marmarameer	ים פון מארמארא
Marokko	מאראקא
Marokko	מאַראקא
Mars	מאַרס
März	מערץ
Mäuschen	מײַזל
Meisterstück	מײַסטערווערק
Meisterwerk	מײַסטערווערק
Messer	מעסער
Meſſer	מעסער
Migräne	מיגרען
Hemikranie	מיגרען
Milieu	סװיװע
Umwelt	סװיװע
Million	מיליאָן
Minderheit	מינדערהייט
Minsk	מינסק
miserabel	הינטיש
Mittagessen	אָנבײַסן
Mittagessen	מיטאָג
Mittagessen	וואַרמעס
Mitte	צענטער
Zentrum	צענטער
Mittelmeer	מיטלענדישער ים
Mitternacht	האַלבע נאַכט
Moment	צײַט
Monat	מאנאַט
Musical	מוזיקאַלישער ספּעקטאַקל
Musical	מיוזיקל
müssen	מוזן
müssen	דאַרפֿן
Narbe	העפֿט
Neujahr	נײַ יאָר
Nickel	ניקל
Niere	ניר
Niger	ניזשער
Norden	צפֿון
Nord	צפֿון
Nordrhein-Westfalen	נארד ריין-וועסטפאליע
November	נאָוועמבער
November	נאוועמבער
November	נאָװעמבער
Nuance	ניואַנס
Ofen	אויוון
Oheim	אָנקל
Onkel	אָנקל
ohne	אָן
Oregon	ארעגאן
Ost	מזרח
Osten	מזרח
Österreich	עסטרײַך
Otto Normalverbraucher	משה גרויס
Oxygen	זויערשטאָף
Sauerstoff	זויערשטאָף
Oxygenium	זויערשטאָף
Paris	פאריז
Paris	פאריז
Pechvogel	שלימזל
Pennsylvania	פענסילוועניע
Pension	פּענסיע
Rente	פּענסיע
Persona non grata	פּערסאָנאַ ניט גראַטאַ
Petersilie	פּעטרעשקע
Pfad	שטעג
Pfad	וועגל
Pfad	וועגעלע
Pfad	סטעשקע
Pfau	פּאַווע
Pfeil	פֿײַל
Pflaume	פֿלוים
Zwetschge	פֿלוים
Philippinen	פיליפינען
Pistole	פּיסטויל
Faustfeuerwaffe	פּיסטויל
Platzregen	שלאַקס
Platzregen	פּליוכרעגן
Platzregen	גאָס
Platzregen	גוס
Platzregen	װאַָלקנבראָך
Platzregen	גוס־רעגן
Platzregen	שלװה
Regenschauer	שלאַקס
Regenschauer	פּליוכרעגן
Regenschauer	גאָס
Regenschauer	גוס
Regenschauer	װאַָלקנבראָך
Regenschauer	גוס־רעגן
Regenschauer	שלװה
starker Regen	שלאַקס
starker Regen	פּליוכרעגן
starker Regen	גאָס
starker Regen	גוס
starker Regen	װאַָלקנבראָך
starker Regen	גוס־רעגן
starker Regen	שלװה
-brüche	שלאַקס
-brüche	פּליוכרעגן
-brüche	גאָס
-brüche	גוס
-brüche	װאַָלקנבראָך
-brüche	גוס־רעגן
-brüche	שלװה
Wolkenbruch -s	שלאַקס
Wolkenbruch -s	פּליוכרעגן
Wolkenbruch -s	גאָס
Wolkenbruch -s	גוס
Wolkenbruch -s	װאַָלקנבראָך
Wolkenbruch -s	גוס־רעגן
Wolkenbruch -s	שלװה
Pogrom	פאגראם
Pole	פּאָליאַק
Polen	פּױלן
Polen	פּוילן
Politik	פּאָליטיק
Polizei	פּאָליציי
Portion	פּאָרציע
Portugal	פארטוגאל
Präsident	פרעזידענט
Priesterschaft	כּהונה
Priestertum	כּהונה
Privatsphäre	פריוואטקייט
Problem	צרה
Problem	פּראָבלעם
Problem	אַ האַרב שווער לייענען
Psalm	קאַפּיטל
Psalm	תּהילים
Psalm	מיזמור
Pulver	פּולווער
Schießpulver	פּולווער
Pulver	פּראָשיק
Punkt	פּינטל
Punkt	פּונקט
Punkt	פּינטעלע
Quadrat	קוואַדראַט
Rabbiner	רב
Rabbiner	רבי
Rasierapparat	גאָלמעסער
Rasiermesser	גאָלמעסער
Rat	עצה
Rat	עצה
Ratschlag	עצה
Rat	עצה
Ratschlag	עצה
rauchen	רייכערן
Rauchen verboten	ביטע ניט צו רױכערן
Raum	צימער
Zimmer	צימער
Regenbogen	רעגנבויגן
Reim	גראַם
Relativitätstheorie	טעאָריע פֿון רעלאַטיװיטעט
Renaissance	רענעסאַנס
Renaiſſance	רענעסאַנס
Republik Türkei	טערקישע רעפּובליק
Republik Usbekistan	אוזבעקיסטאן
Usbekistan	אוזבעקיסטאן
Restaurant	רעסטאָראַן
Rhodium	ראָדיום
Rückzug	צוריקציענ זיך
Sabbat	שבת
Samstag	שבת
Sonnabend	שבת
Sabbat	שבת
Samstag	שבת
Sonnabend	שבת
Sack	זעקל
Safari	סאפארי
sagen	רעדן
sagen	זאָגן
Salami	וווּרשט
Sandkasten	זאַמדקאַסטן
São Tomé und Príncipe	סאַא טאמע און פּרינסיפּע
Saskatchewan	סאסקאטשעווען
Satellit	satelit
Satellit	סאַטעליט
Satellit	לבֿנהלע
Satellitenstaat	סאַטעליט
Satellitenstaat	לבֿנהלע
sauer	זויער
Schaf	שאָף
Schaf	שעפּס
Schaum	פּיאַנע
Schaum	פּינע
Schauspieler	אַקטיאָר
Schauspieler	שוישפּילער
Schauspielerin	אַקטיאָר
Schauspielerin	שוישפּילער
Schauspielerin	אַקטריסע
schlagen	שלאָגן
schlagen	קלאַפּן
Schlamm	בלאָטע
Schlange	שלאַנג
Schlüssel	שליסל
Schlüſſel	שליסל
Schnabel	שנאָבל
Schokolade	שאָקאָלאַד
Schottland	שאָטלאַנד
Schriftsetzer	שריפֿטזעצער
Setzer	שריפֿטזעצער
Schumacher	שוסטער
Schüssel	שיסל
Schwan	שוואַן
Schwan	לאַבאָנדז
Schwänin	שוואַן
Schwänin	לאַבאָנדז
Schwangerschaft	שוואַנגערשאַפֿט
Schwangerschaft	טראָגעדיקייט
Schwarzes Meer	שווארצער ים
Schwarzes Meer	שווארצער ים
Schwiegervater	שווער
Schwindel	שווינדל
sechzig	זעכציק
See	אָזערע
Segel	זעגל
sehen	זעהן
Seite	זײַט
Sekunde	סעקונדע
Selbstmord	זעלבסטמארד
sich versammeln	גרופּירן זיך
sich scharen	גרופּירן זיך
Simbabwe	זימבאבװע
sitzen	זיצן
Skalpell	סקאַלפּעל
Sklave	שקלאַף
Sklavin	שקלאַף
Sklave	שקלאַף
Slowakei	סלאוואקיי
sogenannt	אַזוי גערופֿן
sog.	אַזוי גערופֿן
Solidarität	סאָלידאַרישקייט
sommerlich	זומערדיק
Sonne	זון
South Carolina	סאוט קארעליינע
Sozialist	סאָציאַליסט
Spanien	שפאניע
Spanien	שפּאַניע
Spanien	שפּאַניע
sparen	שפּאָרן
sparen	פֿאַרקאַרגן
sparen	אָפּקאַרגן
sparen	אָפּשפּאָרן
sparen	אײַנשפּאָרן
sparen	אײַנקאַרגן
sparen	אָנשפּאָרן
sparsam	אױסגערעכנט
sparsam	אײַנשפּאָרעװדיק
sparsam	שפּאָרעװדיק
wirtschaftlich	אױסגערעכנט
wirtschaftlich	אײַנשפּאָרעװדיק
wirtschaftlich	שפּאָרעװדיק
Spieler	שפּילער
Sprengstoff	אויפֿרײַס־מאַטעריאַל
Sprengstoff	אויפֿרײַס־שטאָף
Sprengstoff	אויפֿרײַסוואַרג
Staat Israel	מדינת־ישׂראל
Stachel	שטאָך
Stachelschwein	שטעכל־חזיר
Baumstachler	שטעכל־חזיר
Baumstachelschwein	שטעכל־חזיר
Urson	שטעכל־חזיר
Quastenstachler	שטעכל־חזיר
städtisch	שטאָטיש
Stadtstaat	שטאטס שטאַט
stehen	שטיין
stehen	שטיין
Stern	שטערן
Stern	ליכט
Stil	סטיל
Stimme	שטים
Stockholm	שטאקהאלם
Süd	דרום
Südamerika	דרום אמעריקע
Südeuropa	דרום־אייראפּע
Suizid	זעלבסטמארד
Suriname	סורינאַם
Synagoge	שול
Synkope	חלשות
Tabak	טאַבאַק
Tag	טאָג
Takt	שׂכל
Taliban	טאליבאן
Talib	טאליבאן
Tanach	תּנ״ך
tätowieren	טאַטויִרן
Tatsache	פֿאַקט
Tee	tey
Teer	פעך
Teleskop	טעלעסקאפ
Tempel	טעמפּל
Terrorismus	טעראריזם
Theologie	טעאלאגיע
Tor	גראָבער פֿליגל
Torf	טארף
Traum	טרוים
Wunsch	טרוים
trocknen	טריקענען
Tschechische Republik	Tshekhishe Republik
Tulpe	טולפּאַן
Tür	טיר
Unfallhilfe	גיכע הילף
Erste Hilfe	גיכע הילף
Nothilfe	גיכע הילף
unnatürlich	איבער דער טבֿע
unnatürlich	אומנאַטירלעך
untergeben	אונטערגעוואָרפֿן
unterstellt	אונטערגעוואָרפֿן
untertan	אונטערגעוואָרפֿן
Unterhemd	לײַבל
unterschätzen	אַוועקקוקן
Vatikanstadt	וואַטיקאַן שטאָט
Vegetarier	וועגעטאַריער
Vegetarierin	וועגעטאַריער
Veilchen	פֿיאַלקע
Verb	װערב
Verb	ווערב
Zeitwort	ווערב
Vereinigtes Königreich	גרױסבריטאַניע
Verletzung	װוּנד
Verletzung	נהרג
Wunde	װוּנד
Wunde	נהרג
Viadukt	װיִאַדוקט
Vilnius	ווילנע
Wilna	ווילנע
von	פֿון
Wahl	וואלן
Wahlen	וואלן
Währung	וואַלוטע
Wappen	הערב
Wappenschild	הערב
Warschau	ווארשע
Warschau	וואַרשע
warten	וואַרטן
Waschbecken	וואָשטיש
Wasser	וואַסער
Wasserstoff	װאַסערשטאָף
Waſſerſtoff	װאַסערשטאָף
Wecker	װעקזײגער
Wecker	װעקער
wegen	לכּבֿוד
halber	לכּבֿוד
willen	לכּבֿוד
weiblich	ווײַבלעך
Weihnachtsbaum	ניטלבוים
Wein	װײן
Wein	ווײַן
weinen	וויינען
wenn auch	הלוואי
wenn doch nur	הלוואי
wenn bloß	הלוואי
wer	ווער
Wesen	תּוך
West	מערב
Westen	מערב
Westeuropa	מערב אייראפע
Westeuropa	מערב־אייראפּע
wichtig	וויכטיק
wiederholt	אַ סך מאָל
Wiegenlied	וויגליד
Berceuse	וויגליד
Wikinger	װיקינגען
Wikiwörterbuch	װיקיװערטערבוך
Wind	ווינט
Wort	װאָרט
wund reiben	אָנמוליען
wund laufen	אָנמוליען
Zahlensystem	נומערן סיסטעם
Zebra	זעברע
Zeit	צײַט
Zensur	צענזור
Zigeuner	ציגײַנער
Zigeunerin	ציגײַנער
Zionismus	ציוניזם
Zunge	צונג
Zweiter Weltkrieg	צווייטער וועלט קריג
Zweiter Weltkrieg	צווייטע וועלט־מלחמה
Zwiebel	ציבעלע
Zylinder	צילינדער
So.	זונטיק
Mo.	מאָנטיק
Curaçao	קוראַסאַא
Chanukka	חנוכה
Dünnpfiff	דורכפֿאַל
Europarat	ראַט פֿון אײראָפּע
halt	גענוג
das genügt	גענוג
hässlich	ברידקע
jünger	ייִנגער
Mähren	מעהרן
Niesen	נאָס
reich	רײַך
Romeo und Julia	ראָמעאָ און יוליאַ
sechs	זעקס
Stettin	שטעטין
Stolz	שטאָלץ
trotz	ניט קוקן קוקן אויף
Ungläubige	אַפּיקורס
zögern	אַרומדרייען זיך
Zusammenschluss	שײַכות
Zusammenschluss	פֿאַרבינדונג
Zusammenschluss	פֿאַרבונד
Fluid	פֿליסיקייט
Alija	עליה
ärztlich Beratung	עצה
Min.	מינוט
-er	יתום
-er	יתומה
-n	יתום
-n	יתומה
Waisenkind - s	יתום
Waisenkind - s	יתומה
Waise -n	יתום
Waise -n	יתומה
Sohn - s	זון
arabische Sprache	העברעיש
hebräische Sprache	העברעיש
-s	דירה
-en	דירה
Goi	גוי
Muttersprachler	געבוירנער רעדער
Muttersprachlerin	געבוירנער רעדער
native speaker	געבוירנער רעדער
einwirken lassen	באַאײַנפֿלוסן
4. Buch Mose	במדבר
Brot - s	ברויט
Ägäisches Meer	אגאישער ים
St. Helena	סט העלענע
Florida	פלארידע
Boeing	באואינג
Humoreske	הומאָרעסקע
Tausendundeine Nacht	טױזנט און אײן נאַכט
Tauſendundeine Nacht	טױזנט און אײן נאַכט
Chinatown	טשיינעטאון
nächste Woche	איבער אַכט טאָג
nächsten Monat	קומענדיקן חודש
Karibisches Meer	קאַריבישע ים
Karibiſches Meer	קאַריבישע ים
RSS	אר עס עס
luxemburgische Sprache	לוקסעמבורגיש
Arabisches Meer	אַראַבישע ים
Arabiſches Meer	אַראַבישע ים
Ehud Barak	אהוד ברק
Birobidschan	ביראבידזשאן
Sechstagekrieg	זעקס טאג קריג
MapleStory	מייפל סטארי
National Geographic Society	נעשונאל זשיאגראפיק
Space Shuttle	ספעיס שאטעל
Herbert C. Hoover	הערבערט קלארק האווער
Internet Protocol	אינטערנעט פראטאקאל
See Genezareth	כנרת
Lost	לאוסט
Christoph Kolumbus	קריסטאָפֿער קאָלומבוס
Chriſtoph Kolumbus	קריסטאָפֿער קאָלומבוס
Air Force One	עיר פארס וואן
Kolosseum	קאלעסיאום
Mackenzie Bowell	מאקעניזיע באוועל
Mumbai	מומביי
Jean Chrétien	דזשאן קרעטיען
Ruhollah Chomeini	רוכאלא כומעיני
Israelitischer Tempel	בית המקדש
Ptolemäus	בטלמיוס
Tony Blair	טאני בלער
Islom Karimov	איסלאם קארימאװ
Edom	אדום
El Al	אל על
Buch Ijob	ספר איוב
John Kerry	זשאן קערי
Palm	פאלם
Gmail	דזשימעיל
Verlorene Stämme Israels	עשרת השבטים
Bukowsko	בוקאווסק
Afula	עפולה
Leeds	לידז
Lamech	למך בן מתושלח
Mike Huckabee	מייק הוקאבי
British Broadcasting Corporation	BBC
Nancy Pelosi	נענסי פעלאוסי
Apple iPod	IPod
Palm OS	פאלם OS
Auckland Grammar School	אהקלענד גראמאטישע שולע
AK-47	AK-47
Amir Peretz	עמיר פרץ
Kavadh I.	קאוואדא דער ערשטער
Osmaniye	אסמאניע
MPEG-1 Audio Layer 3	MP3
Abija	אבים
Babyn Jar	באבי יאר
Chava Alberstein	חוה אלברשטיין
Herman Wouk	הערמאן וואק
Robert Kotscharjan	ראבערט קאטשאריאן
orkut	זשימעיל
Chabad	ליובאוויטש
